Comments
im a dev working with ai its not replacing anyone this is a recession due to rates tariffs trade wars and other factors the main streams will lie till we dont buy it any more and thats what this video is discovering news like the main stream media can do that in the first place
i have actually been wondering for a while now since hearing stories in the past months regarding layoffs relating to ai thanks for posting this cnbc
tldr ai has been massively overhyped and bosses are simply using it as an excuse to sack people they wouldve anyway
amazon did lay off tens of thousands because of ai just not because ai is doing their jobs quite the opposite really they laid all those ppl off because they need to spend billions buying the equipment to bring their aws up to speed in regards to ai compute without dramatically affecting cap ex ppl keep talking about how it looks like they were wrong about ai taking jobs when the reality is the infrastructure to run the kind of ai needed to take those jobs doesnt even exist yet
its not just ai its the whole economy i was let go after my government reports made my boss look bad and the local businesses said theyre not hiring because tourism is way down and buyers arent buying
theres a reason why japanese companies survive so long they dont do layoffs as much as western companies the employees feel safe and some even work in the same company their entire lives
the propaganda began diffusing blame its the ai not the ai its the ceo not the shareholders etc and in the end the common man will pay for all this and hell blame whoever he likes less
if you think ai creates jobs press if you think ai creates wellpaying jobs press if you want to hear the choices again press
it should not replace but it should make individuals more productive thus decreasing number of headcount
ai isnt replacing workers its replacing excuses the system learned how to make profits without people
year finally we got rid of all the employees jeff bezos
if you compare it to the internet itll take another to decades to really hit its stride meanwhile a i will begin to take entry level jobs and companies will cease hiring entry level employees to save money then their senior employees will begin to retire and there will be no one with experience to replace them
ai is the new return to office excuse a coverup for leadership failures behind layoffs and an attempt to make employees quit it still struggles with basic math yet were told it will transform company profits maybe ai will be truly effective one day but that day isnt coming anytime soon
yes however jobs and businesses are getting gaslight with people telling them well you better get ai because youre going to get left behind everyone is using ai why arent you ect ect i think people should stop pressuring people of what they need to invest in this or else thats whats driving the firings projecting the last guy said it right
its just used as a scare tactic ai is not calling people to be fired
i work in corporate our company had layoffs earlier this year ai isnt a direct use for my department but management told us start learning how to use it as our department arent directly threatened by ai but the threat will be others that know how to use ai
companies are firing en masse because they over hired in that doesnt make the layoffs any less painful and not being ai related doesnt mean they are going to stop i had two people laid off from my team just last week
ups and amazon both are also due to consumer slow down they both have massive capacity increases during covid they are definitely trimming excess capacity from covid recovery
imagine if all of america used ai rather than a real person on any job good luck with the results
there are two reasons why big cos attribute layoffs to ai because the market will reward any evident sign of ai led efficiencies to beat down labour selfesteem and bring down how much employees value themselves if staff think they can be easily replaced by ai theyre much easier to manage
i think these companies are letting people go to gear up for a recession also i think theyre going to regret a lot of these cuts because of unfavorable demographic and education trends
ai wont buy products on amazon or wallmart or starbucks ai wont buy houses we all know where this is going
there are going to be jobs cut because of ai when the bubble bursts and everyone realizes they have spent way too much stocks are going to crash and they will need to cut jobs its not going to be because the chat bots stole your job
when the person is let go no ai or other person is replacing them its all for cost cutting
the venn diagram is perfect everybody should use it more often great content
robots should be treated like foreign workers before an employer can hire a robot they should first demonstrate that no human could do the job then they should apply for a licensevisa that would need to be renewed on an annual basis the revenues from the licensing should be reseved to provide bridging finances for workers and businesses that have been replaced by ai and robots
get funding and cut jobs and then whenever u actually build better ai you keep cutting jobs ask for bailout ifwhen it crashes true quantum computer and tue agi will not be positive things
i work for tech you know how many over hiring they used to do like marketers for one project they did nothing all day companies are now beginning to maximize what they actually need especially tech fb amazon google they all fired these extras we were living in a tech bubble where tech companies were hiring for no reason ai is just a small tip in the iceberg
why is no one reporting on what the gov is doing with all the revenue it receives since not being distributed these funds are accumulating
not a single job has been replaced by ai yet but it may replace some jobs in the future ai another indian american companies are employing more people in india than in the usa
ai is just like prior technologies like automation machine learning data science etc makes peopleorganizations more productive and only replaces some lowskilled human jobs ai will not take all human jobs
i always laugh when people say ai will take peoples jobs given that were still at the abc stage of ai its too early to worry as were still building data centers and training models alot of people who claim ai will take jobs just dont seem to understand what ai is all about
this is more evidence that we are not in the ai age but in the age of accelerated transformation multiple variables can be found in political economic societal technological legal and environmental drivers of change that converge to create these layoffs ai is undoubtedly a contributor but it is not the sole factor driving the acceleration that necessitates organizational transformation
ai has become the perfect cover story for companies who want to lay off workers the market will see your use of ai as evidence that youre becoming more productive and because youre cutting workers youre lowering costs and hence becoming more profitable the stock market loves both of these things
al is the next rto just a new excuse for cutting jobs as a computer engineer i only code of my time and its mainly querying the database it takes way less time for me to just query it myself than explaining it to ai and spending time to debug the code that said there are specific cases where ai can improve my task a lot when it is repetitive
ai layoff in tech is the new codeword for h b
agi is fusion only years away every years
its less embarrassing for corporate management to blame layoffs on socalled a i then to admit they are incompetent and hired too many people in the first place
ive been saying this for a while but people dont believe me then this video came into fyp
anybody that says you dont need so many levels of mgmt has never worked in a huge complex corporate obviously some people should be fired low performers or toxic people but those reporters cant even start to comprehend how many different teams i have to deal with on a daily basis in a huge corporate
so let me get this straight companies have invested ungodly amount of money in ai and the payoff is not there and now they have to fire people to pretend ai is replacing them i am a free market guy but i really think government should intervene and brakeup all monopolies this ai bubble is going to take down the entire economy like the crisis why do we have to suffer because rich people are losing their money from bad investments
as a spreadsheet jockey and ai skeptic i dont actually see it taking jobs completely but it along side many technological advancements dramatically improves productivity this argument of will or wont ai replace workers distracts from the question of whose lives does the productivity gains actually improve like everything else its likely to go directly towards lining the pockets of executives and wall street enough is enough productivity gains and worker wage growth should move in tandem not productivity gains and wealth inequality
ai is hitting some tech and call center jobs the most which is a pretty small part of the job market what is really destroying jobs right now is low productivity in the economy due to a combination laziness and a greedy government that has printed too much free money making people feel like laziness is their only option against a declining economy
her explanation makes sense a whole lot of sense blaming ai for bloatedness is an easy out
layoffs dont matter to employees as long as the stock prices are rising most of them are happy to sell their stocks with thousands percentage returns take the severance package and not have a boss for a lifetime
people used to look for the right tools to make work more efficient and more profitable for the company these days ive been seeing companies having a shiny ai tool and making people use it for whatever work they do even if that makes the job less efficient and poorly done
the best documentary i have seen on ai and it makes sense as well in my industry telecom there havent been a single layoff attributed to ai
for the big tech laying off people its a result of over hiring in recent years trying to be the first in ai breakthrough at all cost and now cutting back to hopefully offset a little bit of the huge ai infrastructure investment
theres a fundamental problem with robots and ai which is although there is an obvious reduction in the need for employees theres also an increase in unemployment and which company is going to have an improved bottom line if they dont have customers
restructuring a k a your position has been eliminated are just tactical excuses that make it impossible for employees to pursue legal action against the company so any attempt at an informed discussion that shows this on a piechart etc should acknowledge that most of the restructuring is aimed at reducing at head count to shore up company coffers enabling reports of profits and dividend buybacks and reducing operating costs ai is now the stepsibling of restructuring you can effectively merge these two bubbles when reporting wielding ai effectively requires substantial businessdomain expertise for most businesses
ai is just the excuse that investors will believe the one guy is right no way ai is causing this because it takes a lot of time to implement
its all about short term winnings and stock going up most ceos do not last years in a company most stock holders do not hold more than a few years too so profits over everything ceos want the fat bonus company going bankrupt tens of thousands with no job who cares we made money
bro the companies are saying it themselves amazon literally said they are laying off people and are going to use ai
notice how apple is the only big tech company thats not affected by mass layoffs for ai in the us
just like corporations used the financial crisis as an excuse to fire employees
too many of these layoffs were wasted labor costs when you have or times what is needed and at some point costs need to be cut
love how cnbc also write articles that ai is not overhyped and now saying that peole overhyped it
look at concept artists people who spent years or even decades mastering their craft and within just a year or two their entire profession practically vanished same with translators editors and many others soon to follow jobs are disappearing faster than anyone can adapt and most people simply cant just retrain overnight the real problem is that this transformation isnt gradual its sudden brutal and accelerating at a global scale
it is not ai it just greed push from shareholders to inflate share prices these companies now are driven by shareholders and middle class management that do not know what technology and innovation is once upon a time these big companies were driven by goals innovation advance in technology today is just shareholders to bump prices
finally people start guessing its not about ai
sometimes i worry for humanity in this video a statement was made they can replace employees with one computer congratulations to your first experience with how industrial revolutions work they replace people with machines that can do more for cheaper its been happening every industrial revolution people made it through those times and you can too you guys just spend too much time thinking about useless things and listening to useless people
she did a really good job explaining reality
im so ig im not that old but man im scared for the younger generation what a time we are in now
trying to measure the job market by some companies having layoffs is ludicrous every year there are companies that experience mass layoffs because they are doing poorly and need to cut costs if you are trying to asses the job market looking at newly created private sector jobs is the key and the number of people actively out of work looking for a job in a environment where you have high interest rates companies are investing less because everything is costing more energy borrowing supplies cost of goods and labor the economy is still adjusting to the high inflation period of because we are still suffering from the high interest rates
its always touted that billionaires create jobs but these same billionaires would not hesitate to cut salaries if an alternative presented itself
to me ai empowers top management to equip themselves and take direct action in realworld operations thereby eliminating several intermediate management layers that waste hours in endless meetings while fiercely guarding their silos and we dont need more advanced gpt on this mgt process what we have on grok chatgpt gemini pro are already good enough in this marketing world again just my thoughts
how many ai graphics used in this video clip how many job it eliminated
using ai is draining groudwater and increasing the electricity bill for everybody ai is estimated to use as much electricity as uk during year it is very unevenly impacted geographically depending on where data server are located also those people being layed off still have to live so their water and electricity is more expensive this cost increase should be paid by google and meta and other ai companies
imagine losing your job to a computer then the power goes out and you get a phone call to please come back to worknope
what the heck is he talking about managers especially socalled middle management are completely unnecessary and do nothing but get in the way with useless meetings on top of useless meetings
the only reason is the economic downturn period
ceos dont serve a purpose besides making stockholders richer get rid of them and pay us more ffs
a good quick insight thanks
whatever people are saying wait until the next economic downturn and all companies will just lay off more to make up the loss of revenue before they had to make more money but now they can just lay off people to improve eps until it hits zero
amazon actually came out and said they pivoted from the dev heavy mmo genre to double down on their ai cloud gaming luna ai hypester selling scifi ai representation to boomers who dont know that its just a very complicated search engine ai training used to be called web crawling
ai is an acronym actually indians
they lie to us about everything cnbc actually took the time to investigate
whats crazy is that people line up for these tech companies that routinely wipe out of their staff annually
its an excuse a lot of companies still have ndas present when youre employed and it doesnt allow you to use ai for hardly anything you do because of privileged information
ai enhanced productivity but in the same time they can reduced or eliminate certain task that required lots of people in china their ai advancement is already on other level replacing broadcaster bank teller accountant manufacturing dark room automation they even have ai influencer now
microsoft went on a layoff campaign literally to replace workers with ai what do companies use for day to day software microsoft what ai has accomplished this quickly was not planned the talking of people saying its not because ai are people blind to the fact
no one in the working force is surprised that companoes will invest in ai so that they will cheap out on the workforce
cant spell koolaid without ai
youre missing the more frightening picturethe jobs cuts arent related to aiyet that reckoning hasnt happened yet
its not just an excuse its reality ai is cutting through everything across all industries where it used to take workers now one can do the job but heres the catch the price of the final product doesnt change the salary of that one person doing the work of ten doesnt change either someones just lining their pockets for workers it means layoffs for consumers it means no differenceor worse quality and the real kicker those laid off because of ai or cost cutting lose their income cant spend cant consume so the overall consumer base shrinks and all those efficiently produced goods end up with no one left to buy them
ai helped me write this message which in turn has led to laying myself off people dont hallucinate what tools actually do for business
they are cutting costs because profits are low due to tariffs and trumps administration policies
i dont believe ai is to blame either but ive also seen a lot of people in a bunch of different sectors get laid off and the vast majority of them were not middle managers
nothing but miss management remember when zuke spend billlions on ar ai etc now him and other idiots need to clean their balance sheet so fire employees
where i currently work there are employees to manager
this video felt like years in the waiting
blaming ai lets trump off the hook every ai layoff has been followed by massive hires afterwards once the applied ai takes effect lost business because products are no longer affordable is all on trump and his cowboy tariffs
its not ai its corporate bloating a lot of people getting fired are the ones that was hired during covid the companies do not need them anymore so they are downsizing also some realized they are over paying some staff for job that new intern can do for half the price its all about generating profits
i been saying it for a while
ai is just a reason the main thing is they are offshoring most jobs why pay a worker insurancemedicalsupport staffsetc in cost than hire a asian worker on a contract in which you dont have to pay him any benefits and the offshore worker is treated like a commodity
whole us economy is held up by ai actually india
there has been conversations in my company about growing certain team through ai instead of new hire so people arent getting fired but there is a new hire cut
i love all these news videos about ai being done by an ai voiceover
agree ceos are ai washing we should check if the ceos of these big layoffs on pretext of ai are friends of the current administration and are they sponsors of the east wing reno sponsors of meme coins etc
ai is not taking job offshoring is i was working as a support engineer and that company fired every single american except seniors and hired in india latam mexico a bunch of them where i am right now same thing they hire in low income but highly educated countries like brazil europe and hong kong americans not that much
computers generating emails is the new normal according to this news outlet
ok so these two statements are from the same video ai will replace entry level jobs but not people in higher position a lot of people talk about work but dont actually do work companies thus need to fire middle management i mean i totally agree with the latter statement but having both hypothesis in the same video is quite confusing
experienced professionals have to babysit ai even for the simplest job to a degree that is not needed for inexperienced people who unlike ai are capable of resposibility and learning
ai is not displacing jobs not sure why people are buying this corporate line
dont worry everybody its not ai thats making everybody lose their jobs its the economy
so much winning from this administration
finally someone said quiet part outloud
layoffs will grow a lot in next years as effectiveness and adoption grows
your main job at any company is to make or save money not sure what people cant grasp about that
i wont say much in fear of being fired but if you depend on a computerdesktoplaptop to make a living today then ai is definitely coming for your job and fast they know that hemce why this video to me comes across as propaganda
im an it tech and i will tell you the truth yes most of you will be replaced in order to save money but also to make more money and eventually most of you will also become it
this is exactly what skynet wants us to think
the truth is that the layoffs have no direct reason some ultrarich like musk and zukenberg came up with the idea of firing people because theyre useless slackers anyway and the rest of the corporations are just following them because corporations are cargo cults and doesnt know better ai doesnt do jobs i dont know of any job that is fully substituted by ai it is less than a promise a wet dream sooner or later the market will realize that it doesnt produce anything of monetary value compared to the mounting investment and costs like energy and then suddenly of the companies involved will disappear overnight deleting the wealth the screens show today it is wealth from nothing and it will disappear into nothing and then will the real wave of layoffs begin
breaking news middle management does not believe that ai can replace middle management next fork found in kitchen stay tuned
empty reporting gab fonrouge said companies are under pressure due to high interest rate interest rates are decreasing every quarter literally rn
csuit management compensation are mostly stockbased they also need to justify the stock price thats inflated by ai story but they know the truth is ai hasnt been able to generate that much revenue as people believe so how csuit mass layoff employees the quickest way to cut cost by sacrificing ordinary employee to maximize companys profile thats how capitalism works you see
so where it leads us high unemployment high house prices fair inflation trillion debt not much trust in usd
wow thanks for telling me again
universal income wont work unless other countries equally have them
the industry always has advocates to prove innocence
this video needs a word counter i think ai was repeated times ill watch it again with popcorn to find out
this post was six minutes and four seconds of nothing theyre saying that ai is not necessarily the reason for all the layoffs but not giving a reason for the layoffs
this is why you dont pursue volatile jobs
and right before this i am getting ai summit ads my tony robbins and dean gresoisi i guess life long self help guys are now know the world and technology of ai
i am skeptical of the ai story but i am also jobless because of it i wish the bubble pops soon and jobs return
companies find out that delaying a layoff is better says the professor who lives in an academic bubble with a job that has tenure he might as well live in alternate universe where companies dont operate for profit it is like they say those who can do those who cant teach
the more op ex cut the more budget freed for ai cap ex
restructuring is just an excuse for now that we have a smaller workforce lets use ai to fill in the gaps
were only on the cusp of this trend alot of speculation but were about three revisions from real meaningful agentic replacement
poor managerial decisions lead to poor business outcomes and now theyre covering their ass with ai layoffs
sponsored by oligarchs
just came to say about that chart in thumbnail restructuring and ai are the same thing
it doesnt have to wipe out all the jobs just change transportation thats literally millions of jobs
anyone with a brain cell knew it wasnt just ai
management claims it is due to a i artificial intelligence but it is actually a i all indian
im really intrigued to find out what ai can do to replace the moron managers you know the ones like i manage the oracle team but i dont know anything about oracle can we replace these people who milli vanilli their way to the top
if you havent noticed theres a new excuse every year to trim headcount
they were already firing it staff now they can keep firing it but pretend growth is still on
i recently traded in my yamaha r m for the new gsxr i think the gixxer is one of the best cc class super sport bikes other than the cbr fireblade i will miss my r though
have you use it the ai stuff can replace many tasks it is due to a large part ai
this video is ai generated
i attribute it to government layoffs and dhh
managements failures and bad bets being paid with pink slips same as it always was
trumps tariffspolicies corporate monopolies dont want to upset dear fhrer and blame tariffs ai layoffs yet to come so long as the rich can have helipads on their yachts everything is working as planned late stage capitalism must embrace democratic socialism
one of the real reason behind these job cuts is complete dependency on screens think about it
why would they blatantly show they replacing humans for a i it will make people angry and protest on street
sounds like this was written by ai
the remaining employees are overworked underpaid and schedules will suffer
graduate level low skilled jobs did you misspeak college graduates should not be applying to or taking low skilled jobs not in america when college will put you into k in debt
no i already created a video to explain it
this is actually supported by ai companies coz they dont want people to push back
ai actually not the cause of layoffs belive me after some years this ai only will produce lots of job opportunities
this vid gives you ey yay fatigue so many ey yay ey yay ey yay ey ayay
restructuring is due to ai ive seen it chat bots not customer service reps
people remove people not machines
of ceo fear that they will lose their jobs
nonetheless maintaining ai is way too expensive using such a large amount of resources i dont think they can keep up with that
just remember when you except terrible pay and benefits that theyll replace and layoff you off anyways
now it is not ai white collar jobs are offshoring to india
did the guy just call everyone below middle management low skilled
i think it depends on what industry i have read a few comments about ai being a greenwashing habit but it wont be thats the problem it improves faster than we can comprehend the first will go is most likely the arts as i would assume that is what most people are using it for as look at an amazon book posting over half of it is all ai slop now and the usecase of it by college students once these systems get trained office jobs will go you will maybe have a few people there for fallout but most office jobs can be handled by smarter bot automation that has already existed for years now what will see the actual success of it is the average consumer unfortunately as a society we are getting less intelligent and skilled we slur our words and an ai drive through cannot understand us and i can barely understand you as a human what will definitely go is the useless middle management positions that rich kids always occupy however they will find some bull s to keep themselves around
whos spending if no one has a job
this segment was brought to you by nvidia palentaire and amazon
we are all just a pawn in the game called stock price
oh will you look at that mainstream is gaslighting the public into thinking the obvious isnt whats happening its something else no its a i if you work in tech you know exactly whats happening people arent ignorant
as someone working on it ai is being framed for the unintelligent decision to cut costs the old fashion way not sure why people refuse to admit that once again the finance industry is ruining the economy gambling with other peoples money shouting at companies to screw over employees and gutting companies that actually do something valuable for society all to pad their slimy pockets wed be much further in ai research if not for whiny activist investors forcing us to apply ai to the most useless business cases but smooth brained neanderthals in their silly sweater vests cant see past the next earnings call
stop outsourcing our jobs overseas
the anti bubble pop people are coping so hard in the comments cnbc is literally just saying be skeptical of that till we have a little harder evidence and when has that ever been bad advice
we are a country of for profit and the shareholders always get their way even with charities
the truth about ai and the mass layoffs white collar jobs by the thousand are being laid off by such as amazon if we are to believe what we hear it could be lies the reason given i mean such organisations normally lie disney will say they are doing well for example
and they wonder why their jobs are replaceable
huh i guess graduate level and low skill are the same thing now at least according to cnbc
ai is just a good excuse the real reason is that the economy is bad and they simply dont have that much business to do but admitting this can cause huge stock crash so they keep saying we have better ai and higher efficiency trying to make the laying off looks like a good improvement
they just want to hit annual hiring number and annual firing number
cnbc makes ad money from these companies why would they tell the truth
ai will take about months to reach full impact but it is definitely impacting employment not only are there job losses but companies are not hiring because of ai business is absolutely on fire this is just nbc propaganda trying to make people believe the economy is bad
ive been screaming this for months the ai excuse is a lie theyre throwing the workload on someone else ai is not replacing people yet not at a great scale they dont want to admit the economy is going down the drain
in the company most of the layoffs in and is cuz the company overhired in and
i just wonder if nobody is working who is going to buy these products software and services what happens when ai comes to the conclusion that it doesnt need humanity to thrive anymore
i didnt think it was ai layoffs i think it is due to the economy is slowing
blame the corporations as always they dont care abt our society
greed is the only explanation
this video is going to age like milk it doesnt matter if ai is the real core reason or not it will be soon
these same companies are spending billions on stock buybacks which are just a way for executives to steal money from the companies by getting kickbacks from wall street
its anecdotal but ive seen several krogers trying to use computer vision in those stupid cameras at self checkout i swear im either stupid possible or they just havent updated the parameters because over the past year these things continue to insist i was checking out wrong and generally the clerks have the same view of nah these do this no matter what it wasnt your fault it isnt going to be an llm i hope cause thats even more stupid behind this but i am astounded at how jank some of these implementations of various ai softwares have been
smoking gun ai is still not good enough to replace an actual human at any of these jobs that have been cut
just dont say recession okay
ai companies win double overblown ai valuation and use ai as an excuse for layoffs be smart out there
so ups had layoffs do to ai right so drivers and warehouse workers are replace by a server pc please they are trying to make workers scare and work them to death
ai is replacing the ai team
ive been saying this the whole time
there is a massive silent recession on thats why
if thats the case shouldnt we slow down on ai investments guess we all are played by the billionaires of this country land of the free no
ai is the smokescreen used by companies to hide their falling business
the answer is yes nvidia microsoft and intel are jerking each other off while watching ai slop cause energy and water crisis in realtime
a lot of people are underestimating how easily their jobs are replaced by ai and robotics this what society have been working towards for years lol
graduatelevel lowskill jobs talk about an oxymoron
can ai streamline cost translation from bs manager language using ai can ai replace all workers and increase profits for the shareholders zero long term thinking all about short term gains asking upper management will always result in lies as answers they are professional criminals who make a living of scamming and lying people
stop blaming ai and admit that recent economic policies are impacting the usa in a very negative way corporations are also taking advantage of the current attitude of government knowing there will be little political blowback for mass layoffs
what the hell did you expect
ai amplifies people with existing deep skills how deep are your skills bloated corporations are in the crosshairs looking at you middle and senior management your time is past due
using ai to write an email for you is that really a revolutionary use of this technology quite literally yea thats exactly what it is these people are so stupid people are not being told at work alright today you need to lie to people about using ai at work even though you dont or youre fired
cut the midlevel bloat
we are in a recession for the whole year and they use ai to mask it
ai job cuts arent a myth theyre very much a reality most jobs that people want today are basically bluecollar with digital tools and guess what ai is already the star employee in that department it might still struggle to fix a leaky pipe or assemble ikea furniture without instructions yet but once it catches up with the physical world its game over for us humans honestly i think thats exactly the kind of future the tech billionaires are daydreaming about where ai does the work and they just watch their stock graphs go up what the director from the warton school says sounds completely stupid i want to see the evidence that proves what he is saying
thanks ultra wealthy oligarchs
no all the credit goes to the president his policies and his administration
the truth is h b visas taking our job from indians the scam must stop
we have eyes we see the machines taking people jobs we see the new programs being used we see what ai can do daily fully self driving vehicles doesnt cut jobs self driving floor cleaners dont cut jobs mathematicians scientists jobs are not being cut
ai can make songs in seconds which sound better than of the chart music out today years ago it could barely even make a coherent image ai is coming for every single job in the west all of them most of our jobs are extremely simple to ai its over
ive been watching cnbc for years and they are almost always wrong and short sighted
ai has created more problems that it tried to solve
if you look at that layout announcement graph at the very start nothing has changed at all except for that tariff spike in the spring thats it
by many jobs will have been taken over by ai it makes sense for big companies as ai can work overtime and not complain when synthetics or robots can articulate just like a himan physically then many many jobs will be taken your average job wont suffer by but companies will adopt new tech as its exciting and no one wants to be ledt behind i guess its just a matter of time and short one as ai will be the fastest tech to develop once the models learn new discoveries on their own
i cannot wait for this bubble to burst
tbh there were so many jobs that werent actually jobs
trump destroyed the economy first by throwing in crazy tariffs and being erratic one second he has the tariff and just things are so erratic
its not going to stop anyone who is in a strictly administrative data input job with low level required human to human interaction job should make sure to keep themselves relevant front line supervisors laborers human resource folks will be hard to replace labor and human resource reallocation is an easy return on assets for a company
excuses ai and over hiring during covid
agreed big tech is lying
of ai engagements result in loss
so we are in recession
so whats your plan when half the population doesnt have jobs or anything to lose fire arms
no one is saying ai is causing massive layoffs now between this and the antihuman prodata center piece cnbc did last week yall has been so out of touch with reality lately
so slowing economy
this is capitalism in a nutshell
people are just stupid ai is not at the level where it can replace jobs at this scale
imagine if ai takes over stock holders their jobs that would put them in place
ai and outsourcing just means actually indian
this is also similar to the shoplifting excuse failing brick and mortar businesses have been using to cover up for their bad fiduciary decisions its easy to get shareholders to believe bad external actors are at fault rather than look internally as it plays on their existing bias
i how the communist nbc channel wants to pass hearsay for actual reporting of numbers ceo cfo interview to back their claim this is garbage show me the money
why cnbc and gang are saving artificial intelligence from truth that it actually is causing poverty
it is economic situation i think america president disrupt their economic situation and forced big company to cut off people any way america rich people not all time care for human
this video is created through ai
this news of segment was brought to you by big ai
its obviously an excuse
no h bs and no offshoring for american recruiters you guys hire h bs you will start losing your job to foreign hiring companies
maybe the layoffs are due to trump how many government workers has he let go
yup good excuse to cut all of those covid and dei hires
ive been saying this for years a companies biggest expense is their employees of course they would get rid of us we need to boycott all of these companies
ai is the reason theyre cutting all the jobs but its not because the ai works its because ai is a failure when corporations miss projections they engage in mass firings to avoid paying the people who are responsible for last years productivity there was no greater vision of this than mark zuckerberg dumping billions into meta on a plan no one thought would work and then firing thousands of people when it didnt work while giving himself a huge bonus corporations see their workers as livestock to be bought sold and milked for profits ceos dont earn money they just figure out how to avoid paying workers the money they earned for the company this ai bubble has burst and its taking down nvidias trillion dollar overspeculation and the trillions of dollars it has in turn invested in other ai companies to make ai seem more profitable theyre all driving up a crumbling gdp with intercompany stock purchases in an endless feedback loop of smoke and mirrors and someones just figured out none of the money actually exists
the government employees sector layoffs were the trump and musk plan to save money i remembered that news
its the indians taking over outsourcing and h bs
they will eventually ai will take over
lets normalize never using the word fiduciary it sounds terrible and just makes you look like boomer karen
socialism is gaining traction lets tax these companies and we can live comfortably while these machines do the work for us
everybodys reality is different the media is only portraying the reality that the elites want to sell us and we all know that throughout history the media outlets have been used as propaganda tools i dont see any reasons why it would be different now it is a tried and true solution used time and time again by the elites to brainwash or educate the common people when money is involved you can only be biased and it is no different for news media outlets they are there to keep people in power in power indefinitely think of socrate and platos allegory of the cave the media outlets goal is to keep you ignorant
